"POS
NAL.","POS
DPTO","COD
ICFES",INSTITUCION,MUNICIPIO,NATURALEZA,JORNADA,EVALUADOS,PG  2022,PG 2021,"VARIACIÓN
PG",LC 2022,LC 2021,"VARIACIÓN
LC",MAT 2022,MAT 2021,"VARIACIÓN
MAT",SYC 2022,SYC 2021,"VARIACIÓN
SYC",CN 2022,CN 2021,"VARIACIÓN
CN",ING 2022,ING 2021,"VARIACIÓN
ING"
8746,661,557744,SIMON BOLIVAR,CANDELARIA,OFICIAL,MAÑANA,14,221.2,217.0,4.2,46,47.0,-1.0,45,44.0,1.0,41,38.0,3.0,44,45.0,-1.0,47,43.0,4.0
8747,662,183384,NUEVA ESPERANZA INDIGENA,BUENAVENTURA,OFICIAL,MAÑANA,6,220.8,186.0,34.8,45,39.0,6.0,45,44.0,1.0,43,38.0,5.0,44,40.0,4.0,43,0.0,43.0
8750,663,136200,ATANASIO GIRARDOT,FLORIDA,OFICIAL,MAÑANA,17,220.8,218.0,2.8,48,46.0,2.0,43,44.0,-1.0,43,41.0,2.0,42,45.0,-3.0,46,40.0,6.0
8757,664,555805,COCALITO,BUENAVENTURA,OFICIAL,MAÑANA,4,220.8,188.0,32.8,44,42.0,2.0,44,38.0,6.0,45,32.0,13.0,45,39.0,6.0,40,37.0,3.0
8782,665,18432,REGIONAL SIMON BOLIVAR,FLORIDA,OFICIAL,MAÑANA,47,220.8,208.0,12.8,48,47.0,1.0,44,41.0,3.0,41,39.0,2.0,43,40.0,3.0,46,41.0,5.0
8828,666,143065,INSTITUTO  TECNICO CALIMA,CALI,NO OFICIAL,COMPLETA,6,220.4,218.0,2.4,50,46.0,4.0,40,43.0,-3.0,41,41.0,0.0,44,43.0,1.0,48,49.0,-1.0
8830,667,555409,LA GRAN COLOMBIA,BUENAVENTURA,OFICIAL,MAÑANA,13,220.4,221.0,-0.6,44,47.0,-3.0,46,47.0,-1.0,43,43.0,0.0,44,42.0,2.0,42,38.0,4.0
8834,668,565721,MANUELA BELTRAN,VIJES,OFICIAL,MAÑANA,6,220.4,239.0,-18.6,46,51.0,-5.0,45,47.0,-2.0,41,47.0,-6.0,44,45.0,-1.0,45,51.0,-6.0
8841,669,18507,AGRICOLA PRESBITERO HORACIO GOMEZ GALLO,JAMUNDÍ,OFICIAL,MAÑANA,39,220.0,215.0,5.0,46,47.0,-1.0,45,43.0,2.0,41,40.0,1.0,45,43.0,2.0,41,40.0,1.0
8842,670,273318,CEAT GENERAL PIERO MARIOTTI,YUMBO,OFICIAL,MAÑANA,32,220.0,218.0,2.0,47,50.0,-3.0,45,44.0,1.0,41,39.0,2.0,43,42.0,1.0,44,41.0,3.0
8844,671,59006,COL FE Y ALEGRIA FRAY LUIS AMIGÓ,CALI,NO OFICIAL,MAÑANA,44,220.0,231.0,-11.0,48,50.0,-2.0,42,47.0,-5.0,43,44.0,-1.0,43,44.0,-1.0,44,46.0,-2.0
8867,672,170654,INSTITTUCION EDUCATIVA TEOFILO ROBERTO POTES,BUENAVENTURA,OFICIAL,TARDE,105,220.0,218.0,2.0,47,48.0,-1.0,45,44.0,1.0,41,41.0,0.0,43,42.0,1.0,44,42.0,2.0
8885,673,151837,MAGDALENA ORTEGA,LA UNIÓN,OFICIAL,TARDE,76,220.0,207.0,13.0,48,46.0,2.0,44,41.0,3.0,41,38.0,3.0,43,40.0,3.0,44,42.0,2.0
8897,674,100461,"CENTRO DE ESTUDIOS PARA LOS SISTEMAS DE INFORMACION CESI -
SEDE PRINCIPAL",CALI,NO OFICIAL,MAÑANA,18,219.6,221.0,-1.4,47,49.0,-2.0,44,44.0,0.0,41,41.0,0.0,42,43.0,-1.0,49,43.0,6.0
8928,675,633123,CENTRO EDUCATIVO EUSEBIO ANGULO,BUENAVENTURA,NO OFICIAL,TARDE,27,219.2,236.0,-16.8,48,52.0,-4.0,44,47.0,-3.0,40,45.0,-5.0,44,46.0,-2.0,42,44.0,-2.0
8932,676,632968,COMERCIAL EN SISTEMAS LA MERCED,BUENAVENTURA,NO OFICIAL,MAÑANA,38,219.2,230.0,-10.8,49,50.0,-1.0,41,47.0,-6.0,43,43.0,0.0,43,45.0,-2.0,42,42.0,0.0
8963,677,742247,LAZARO DE GARDEA,CARTAGO,OFICIAL,ÚNICA,41,219.2,215.0,4.2,46,47.0,-1.0,45,43.0,2.0,41,39.0,2.0,43,44.0,-1.0,45,40.0,5.0
8966,678,69971,MANUEL MARÍA MALLARINO,TRUJILLO,OFICIAL,MAÑANA,45,219.2,247.0,-27.8,47,52.0,-5.0,46,50.0,-4.0,40,46.0,-6.0,43,50.0,-7.0,42,47.0,-5.0
8967,679,101097,NEMESIO RODRIGUEZ,RIOFRÍO,OFICIAL,MAÑANA,34,219.2,229.0,-9.8,47,51.0,-4.0,44,46.0,-2.0,43,42.0,1.0,42,45.0,-3.0,42,44.0,-2.0
8976,680,100735,COL VIDA NUEVA,CALI,NO OFICIAL,MAÑANA,15,218.8,232.0,-13.2,49,49.0,0.0,43,47.0,-4.0,41,45.0,-4.0,42,45.0,-3.0,44,45.0,-1.0
8978,681,18010,COLEGIO SAN VICENTE,BUENAVENTURA,OFICIAL,MAÑANA,156,218.8,208.0,10.8,47,46.0,1.0,44,41.0,3.0,42,39.0,3.0,43,41.0,2.0,41,40.0,1.0
9014,682,755496,GIM. EDU. ATENEA,CALI,NO OFICIAL,COMPLETA,3,218.5,227.0,-8.5,49,49.0,0.0,40,43.0,-3.0,41,40.0,1.0,46,47.0,-1.0,40,52.0,-12.0
9042,683,130377,DOCE DE OCTUBRE,SEVILLA,OFICIAL,MAÑANA,3,218.1,231.0,-12.9,49,46.0,3.0,47,45.0,2.0,38,47.0,-9.0,43,48.0,-5.0,36,42.0,-6.0
9061,684,197335,J. DE NAZARETH,BUENAVENTURA,OFICIAL,MAÑANA,18,218.1,193.0,25.1,47,43.0,4.0,43,37.0,6.0,43,37.0,6.0,42,38.0,4.0,42,37.0,5.0
9062,685,563569,JORGE ELIECER GAITÁN,SAN PEDRO,OFICIAL,MAÑANA,7,218.1,222.0,-3.9,45,52.0,-7.0,40,42.0,-2.0,45,42.0,3.0,45,43.0,2.0,42,40.0,2.0
9063,686,559419,JORGE ISAACS,EL CERRITO,OFICIAL,MAÑANA,15,218.1,218.0,0.1,47,47.0,0.0,43,43.0,0.0,44,41.0,3.0,41,44.0,-3.0,42,43.0,-1.0
9065,688,18549,SAN JOSE,OBANDO,OFICIAL,MAÑANA,67,218.1,209.0,9.1,48,47.0,1.0,42,41.0,1.0,42,41.0,1.0,42,39.0,3.0,45,39.0,6.0
9130,690,111989,"INSTITUCION EDUCATIVA TECNICA GABRIEL GARCIA MARQUEZ -
SEDE PRINCIPAL",CALI,OFICIAL,MAÑANA,77,217.3,215.0,2.3,47,48.0,-1.0,43,42.0,1.0,41,41.0,0.0,43,42.0,1.0,43,41.0,2.0
9140,691,153908,ANTONIO RICAURTE - SEDE PRINCIPAL,CALI,OFICIAL,TARDE,31,216.9,227.0,-10.1,49,48.0,1.0,41,45.0,-4.0,42,43.0,-1.0,41,46.0,-5.0,45,45.0,0.0
9151,692,561589,CONCENTRACIÓN DE DESARROLLO RURAL SAN JOSE,LA VICTORIA,OFICIAL,MAÑANA,32,216.9,225.0,-8.1,46,49.0,-3.0,42,46.0,-4.0,41,41.0,0.0,44,44.0,0.0,45,45.0,0.0
9171,693,725390,"INSTITUCION EDUCATIVA TECNICO INDUSTRIAL  MULTIPROPOSITO -
SEDE PRINCIPAL",CALI,OFICIAL,ÚNICA,69,216.9,236.0,-19.1,47,50.0,-3.0,42,47.0,-5.0,41,45.0,-4.0,43,47.0,-4.0,45,46.0,-1.0
9177,695,556902,ANTONIO RICAURTE,BUGALAGRANDE,OFICIAL,MAÑANA,10,216.5,235.0,-18.5,48,52.0,-4.0,41,46.0,-5.0,43,47.0,-4.0,43,44.0,-1.0,38,45.0,-7.0
9182,696,118182,COLEGIO EL TESORO DEL SABER,CALI,NO OFICIAL,MAÑANA,8,216.5,240.0,-23.5,48,53.0,-5.0,46,47.0,-1.0,39,46.0,-7.0,41,47.0,-6.0,41,45.0,-4.0
9206,697,70144,LICEO SUPERIOR DEL VALLE,CALI,NO OFICIAL,MAÑANA,34,216.5,218.0,-1.5,48,49.0,-1.0,40,42.0,-2.0,43,42.0,1.0,42,42.0,0.0,44,43.0,1.0
9243,698,753400,INSTITUTO SER INTERNACIONAL - SEDE PRINCIPAL,CALI,NO OFICIAL,MAÑANA,2,216.2,219.0,-2.8,46,46.0,0.0,42,47.0,-5.0,41,39.0,2.0,41,42.0,-1.0,52,48.0,4.0
9252,699,557421,ANTONIA SANTOS,CAICEDONIA,OFICIAL,MAÑANA,4,215.8,202.0,13.8,48,45.0,3.0,42,37.0,5.0,41,39.0,2.0,41,40.0,1.0,45,42.0,3.0
9258,700,268979,EUSEBIO MUÑOZ PEREA,BUENAVENTURA,OFICIAL,MAÑANA,44,215.8,202.0,13.8,48,46.0,2.0,42,40.0,2.0,41,38.0,3.0,42,38.0,4.0,42,39.0,3.0
9278,701,729657,INSTITUTO EDUCATIVO SER - SEDE PRINCIPAL,CALI,NO OFICIAL,MAÑANA,12,215.8,211.0,4.8,47,45.0,2.0,41,43.0,-2.0,42,39.0,3.0,42,41.0,1.0,45,44.0,1.0
9281,702,17996,PASCUAL DE ANDAGOYA,BUENAVENTURA,OFICIAL,MAÑANA,52,215.8,207.0,8.8,47,46.0,1.0,41,42.0,-1.0,42,37.0,5.0,43,41.0,2.0,42,40.0,2.0
9283,703,135830,ROSA ZARATE DE PEÑA,BUENAVENTURA,OFICIAL,MAÑANA,11,215.8,234.0,-18.2,48,51.0,-3.0,42,48.0,-6.0,40,43.0,-3.0,42,46.0,-4.0,45,45.0,0.0
9295,704,163618,COL. MIX. CARLOS PAYAN,CALI,NO OFICIAL,MAÑANA,21,215.4,213.0,2.4,48,45.0,3.0,42,41.0,1.0,40,42.0,-2.0,43,43.0,0.0,41,40.0,1.0
9319,705,557900,INSTITUCION EDUCATIVA MARINO RENGIFO SALCEDO,CANDELARIA,OFICIAL,MAÑANA,54,215.4,221.0,-5.6,47,48.0,-1.0,43,46.0,-3.0,39,40.0,-1.0,44,44.0,0.0,41,40.0,1.0
9329,706,70052,LICEO SANTA CATALINA LABOURE,CALI,NO OFICIAL,MAÑANA,15,215.4,242.0,-26.6,46,54.0,-8.0,43,48.0,-5.0,41,47.0,-6.0,42,45.0,-3.0,44,46.0,-2.0
9330,707,135897,PABLO EMILIO CARVAJAL # 1,BUENAVENTURA,OFICIAL,MAÑANA,61,215.4,214.0,1.4,47,47.0,0.0,42,43.0,-1.0,42,40.0,2.0,42,42.0,0.0,41,41.0,0.0
9344,708,631028,FUNDACION ESCOLARNELSON MANDELA,CALI,NO OFICIAL,MAÑANA,44,215.0,223.0,-8.0,46,46.0,0.0,44,46.0,-2.0,40,41.0,-1.0,43,46.0,-3.0,40,44.0,-4.0
9358,709,18895,INSTITUTO AGRICOLA,TORO,OFICIAL,MAÑANA,29,215.0,225.0,-10.0,46,48.0,-2.0,42,45.0,-3.0,41,43.0,-2.0,43,44.0,-1.0,43,45.0,-2.0
9366,710,565150,SEDE PRINCIPAL  TRES ESQUINAS,TULUÁ,OFICIAL,ÚNICA,24,215.0,233.0,-18.0,46,50.0,-4.0,41,46.0,-5.0,41,45.0,-4.0,43,46.0,-3.0,46,45.0,1.0
9369,711,17939,AGRICOLA CAMPOALEGRE,ANDALUCÍA,OFICIAL,MAÑANA,34,214.6,217.0,-2.4,46,47.0,-1.0,43,43.0,0.0,40,41.0,-1.0,43,43.0,0.0,42,42.0,0.0
9391,712,269290,NUESTRA SEÑORA DE LA MISERICORDIA,BUENAVENTURA,OFICIAL,MAÑANA,19,214.6,184.0,30.6,46,39.0,7.0,43,40.0,3.0,42,33.0,9.0,42,36.0,6.0,39,35.0,4.0
9401,713,129510,CENTRO EDUCATIVO AUTONOMO,CALI,NO OFICIAL,MAÑANA,18,214.2,237.0,-22.8,45,51.0,-6.0,42,46.0,-4.0,41,46.0,-5.0,44,48.0,-4.0,41,43.0,-2.0
9421,714,105841,JOSE MARIA CABAL,BUENAVENTURA,OFICIAL,TARDE,20,214.2,193.0,21.2,46,43.0,3.0,42,38.0,4.0,40,37.0,3.0,43,37.0,6.0,44,37.0,7.0
9422,715,56044,LUIS GABRIEL UMAÑA MORALES,ZARZAL,OFICIAL,MAÑANA,16,214.2,200.0,14.2,46,45.0,1.0,43,40.0,3.0,40,36.0,4.0,42,39.0,3.0,44,39.0,5.0
9428,716,197319,SIMON BOLIVAR,BUENAVENTURA,OFICIAL,MAÑANA,65,214.2,210.0,4.2,48,46.0,2.0,43,44.0,-1.0,39,39.0,0.0,41,39.0,2.0,44,41.0,3.0
9438,717,111369,COLEGIO MAYOR DEL NORTE 2 - PIZAMOS,CALI,NO OFICIAL,MAÑANA,67,213.8,218.0,-4.2,47,48.0,-1.0,42,43.0,-1.0,40,41.0,-1.0,42,42.0,0.0,43,46.0,-3.0
9493,718,268672,INSTITUCION EDUCATIVA SAN RAFAEL,BUENAVENTURA,OFICIAL,MAÑANA,54,213.5,207.0,6.5,46,46.0,0.0,43,41.0,2.0,41,39.0,2.0,41,40.0,1.0,42,40.0,2.0
9498,719,555730,SAN FRANCISCO,BUENAVENTURA,OFICIAL,MAÑANA,2,213.5,220.0,-6.5,47,50.0,-3.0,45,53.0,-8.0,41,43.0,-2.0,41,33.0,8.0,33,35.0,-2.0
9546,721,268755,DIGNIDAD,BUENAVENTURA,OFICIAL,MAÑANA,34,212.7,207.0,5.7,46,45.0,1.0,42,41.0,1.0,39,39.0,0.0,43,41.0,2.0,43,40.0,3.0
9547,722,631036,FUNDACION ESCOLARNELSON MANDELA,CALI,NO OFICIAL,TARDE,30,212.7,197.0,15.7,47,44.0,3.0,43,39.0,4.0,39,36.0,3.0,42,39.0,3.0,40,38.0,2.0
9576,723,150458,CENTRO ETNOEDUCATIVO ANTONIO MACEO,CALI,NO OFICIAL,MAÑANA,80,212.3,212.0,0.3,46,45.0,1.0,41,44.0,-3.0,40,38.0,2.0,43,43.0,0.0,42,41.0,1.0
9600,724,557215,ANTONIO NARIÑO CHORRERAS,BUGALAGRANDE,OFICIAL,MAÑANA,11,211.9,223.0,-11.1,46,48.0,-2.0,45,43.0,2.0,38,44.0,-6.0,42,45.0,-3.0,38,41.0,-3.0
9641,725,79640,INSTITUCION EDUCATIVA SAN BUENAVENTURA,BUENAVENTURA,NO OFICIAL,MAÑANA,11,211.5,187.0,24.5,43,41.0,2.0,43,37.0,6.0,42,34.0,8.0,41,37.0,4.0,43,38.0,5.0
9648,726,663229,COL MIXTO FRAY PEÑA,YUMBO,NO OFICIAL,TARDE,17,211.2,194.0,17.2,46,50.0,-4.0,42,35.0,7.0,40,37.0,3.0,42,35.0,7.0,39,34.0,5.0
9667,728,142943,INSTITUTO REMIT,BUENAVENTURA,NO OFICIAL,MAÑANA,6,211.2,288.0,-76.8,49,73.0,-24.0,39,47.0,-8.0,42,58.0,-16.0,40,57.0,-17.0,39,45.0,-6.0
9670,729,157602,MIGUEL DE CERVANTES SAAVEDRA,BUENAVENTURA,NO OFICIAL,MAÑANA,13,211.2,203.0,8.2,44,45.0,-1.0,44,40.0,4.0,39,37.0,2.0,42,39.0,3.0,42,45.0,-3.0
9678,731,269159,CARLOS HOLMES TRUJILLO,BUENAVENTURA,OFICIAL,MAÑANA,17,210.8,209.0,1.8,46,45.0,1.0,41,43.0,-2.0,41,38.0,3.0,41,42.0,-1.0,41,39.0,2.0
9691,732,197046,GRANADINOS,BUENAVENTURA,OFICIAL,MAÑANA,31,210.8,207.0,3.8,47,46.0,1.0,42,42.0,0.0,40,38.0,2.0,41,41.0,0.0,38,37.0,1.0
9701,733,142828,INST PEDAGOGICO ADONAY,FLORIDA,NO OFICIAL,MAÑANA,14,210.8,208.0,2.8,42,47.0,-5.0,42,40.0,2.0,40,40.0,0.0,44,40.0,4.0,44,39.0,5.0
9712,734,62232,JOSE MARIA CABAL,BUENAVENTURA,OFICIAL,MAÑANA,47,210.8,207.0,3.8,46,46.0,0.0,42,41.0,1.0,39,39.0,0.0,42,40.0,2.0,41,40.0,1.0
9726,735,716084,CENTRO DE FORMACION JUVENIL VALLE DE LILI,CALI,OFICIAL,MAÑANA,11,210.4,215.0,-4.6,47,46.0,1.0,41,42.0,-1.0,42,41.0,1.0,40,43.0,-3.0,37,42.0,-5.0
9752,736,18069,LICEO DEL PACIFICO - SEDE PRINCIPAL,BUENAVENTURA,OFICIAL,MAÑANA,97,210.4,219.0,-8.6,47,48.0,-1.0,42,45.0,-3.0,39,41.0,-2.0,41,42.0,-1.0,40,41.0,-1.0
9782,737,170332,"INSTITUCION EDUCATIVA TECNICA GABRIEL GARCIA MARQUEZ -
SEDE PRINCIPAL",CALI,OFICIAL,TARDE,72,210.0,212.0,-2.0,46,47.0,-1.0,41,42.0,-1.0,40,41.0,-1.0,41,40.0,1.0,42,41.0,1.0
9786,738,553933,JOSE IGNACIO RENGIFO,ALCALÁ,OFICIAL,MAÑANA,5,210.0,197.0,13.0,45,48.0,-3.0,43,37.0,6.0,40,36.0,4.0,41,39.0,2.0,39,31.0,8.0
9799,739,106054,COLEGIO MIXTO LUZ Y VIDA,CALI,NO OFICIAL,MAÑANA,19,209.6,198.0,11.6,45,43.0,2.0,39,39.0,0.0,41,37.0,4.0,43,39.0,4.0,41,41.0,0.0
9831,740,268961,EUSEBIO MUÑOZ PEREA,BUENAVENTURA,OFICIAL,TARDE,19,209.2,202.0,7.2,45,44.0,1.0,41,39.0,2.0,39,39.0,0.0,42,40.0,2.0,43,38.0,5.0
9891,742,195081,COLEGIO JUAN CAMILO,CALI,NO OFICIAL,MAÑANA,20,208.5,196.0,12.5,45,44.0,1.0,40,39.0,1.0,39,36.0,3.0,42,37.0,5.0,44,41.0,3.0
